"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Affiliations","Authors with affiliations","Abstract","Language of Original Document"
"Etengu R.; Tan S.C.; Kwang L.C.; Abbou F.M.; Chuah T.C.","Etengu, Richard (37661275000); Tan, Saw Chin (35216514200); Kwang, Lee Ching (57189464341); Abbou, Fouad Mohammed (6506612228); Chuah, Teong Chee (6701845616)","37661275000; 35216514200; 57189464341; 6506612228; 6701845616","AI-assisted framework for green-routing and load balancing in hybrid software-defined networking: Proposal, challenges and future perspective","2020","10.1109/ACCESS.2020.3022291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099304201&doi=10.1109%2fACCESS.2020.3022291&partnerID=40&md5=75ab202c2bb153e04ace0661092e11ea","Faculty of Computing and Informatics, Multimedia University, Cyberjaya, 63100, Malaysia; Faculty of Engineering, Multimedia University, Cyberjaya, 63100, Malaysia; School of Science and Engineering, Al Akhawayn University, Ifrane, 53000, Morocco","Etengu R., Faculty of Computing and Informatics, Multimedia University, Cyberjaya, 63100, Malaysia; Tan S.C., Faculty of Computing and Informatics, Multimedia University, Cyberjaya, 63100, Malaysia; Kwang L.C., Faculty of Engineering, Multimedia University, Cyberjaya, 63100, Malaysia; Abbou F.M., School of Science and Engineering, Al Akhawayn University, Ifrane, 53000, Morocco; Chuah T.C., Faculty of Engineering, Multimedia University, Cyberjaya, 63100, Malaysia","The explosive growth of IP networks, the advent of cloud computing, and the rapid progress in wireless communications witnessed today refiect significant progress towards meeting the explosive data traffic demands. Consequently, communications service providers should deploy efficient and intelligent network solutions to accommodate the huge traffic demands and to ease the capacity pressure on their network infrastructure. Besides, vendors should develop novel energy-efficient networks to reduce network utility costs and carbon footprint. Software-defined networking (SDN) provides a suitable solution, however, complete SDN deployment is currently unachievable in the short-term. An alternative is the hybrid SDN/ open shortest path forwarding (OSPF) network, which allows the deployment of SDN in legacy networks. Nevertheless, hybrid SDN/OSPF also faces several technical, economic and organizational challenges. Although many energy-efficiency routing solutions exist in hybrid SDN/OSPF networks, they are generic and reactive by design. Moreover, these solutions are characterized by manual control plane forwarding configurations, leading to sub-optimal performance. The recent promising combination of SDN and artificial intelligence (AI) techniques such as machine learning (ML) and deep learning (DL) in traffic management and control provides tremendous opportunities. In this paper, we first provide a review of the most recent optimization approaches for global energy-efficient routing and load balancing. Next, we investigate a scalable and intelligent integrated architectural framework that leverages deep reinforcement learning (DRL) techniques to realize predictive and rate adaptive energy-efficient routing with guaranteed quality of service (QoS), in transitional hybrid SDN/OSPF networks. Based on the need to minimize global network energy consumption and improve link performance, this paper provides key research insights into the current progress in hybrid SDN/OSPF, ML and AI in the hope of stimulating more research. © 2020 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.","English"
"Yousefpour A.; Fung C.; Nguyen T.; Kadiyala K.; Jalali F.; Niakanlahiji A.; Kong J.; Jue J.P.","Yousefpour, Ashkan (57191089225); Fung, Caleb (57206472227); Nguyen, Tam (57209166876); Kadiyala, Krishna (57201064156); Jalali, Fatemeh (37023133900); Niakanlahiji, Amirreza (57192156527); Kong, Jian (57191053178); Jue, Jason P. (7006764727)","57191089225; 57206472227; 57209166876; 57201064156; 37023133900; 57192156527; 57191053178; 7006764727","All one needs to know about fog computing and related edge computing paradigms: A complete survey","2019","10.1016/j.sysarc.2019.02.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061747900&doi=10.1016%2fj.sysarc.2019.02.009&partnerID=40&md5=a062ecefb2a35802d442ee46b25372ed","University of California Berkeley, Berkeley, United States; University of Texas at Dallas, Richardson, United States; Georgia Institute of Technology, Atlanta, United States; IBM Research, Melbourne, Australia; University of North Carolina at Charlotte, Charlotte, United States","Yousefpour A., University of California Berkeley, Berkeley, United States; Fung C., University of Texas at Dallas, Richardson, United States; Nguyen T., Georgia Institute of Technology, Atlanta, United States; Kadiyala K., University of Texas at Dallas, Richardson, United States; Jalali F., IBM Research, Melbourne, Australia; Niakanlahiji A., University of North Carolina at Charlotte, Charlotte, United States; Kong J., University of Texas at Dallas, Richardson, United States; Jue J.P., University of Texas at Dallas, Richardson, United States","With the Internet of Things (IoT) becoming part of our daily life and our environment, we expect rapid growth in the number of connected devices. IoT is expected to connect billions of devices and humans to bring promising advantages for us. With this growth, fog computing, along with its related edge computing paradigms, such as multi-access edge computing (MEC) and cloudlet, are seen as promising solutions for handling the large volume of security-critical and time-sensitive data that is being produced by the IoT. In this paper, we first provide a tutorial on fog computing and its related computing paradigms, including their similarities and differences. Next, we provide a taxonomy of research topics in fog computing, and through a comprehensive survey, we summarize and categorize the efforts on fog computing and its related computing paradigms. Finally, we provide challenges and future directions for research in fog computing. © 2019 The Authors","English"
"Gao Q.; Zang L.; Ma P.","Gao, Qiang (56435144500); Zang, Liwei (56388379300); Ma, Ping (56388205500)","56435144500; 56388379300; 56388205500","Research on broadband communication through phase conductor and shielding layer of urban medium-voltage buried cables","2014","10.13335/j.1000-3673.pst.2014.10.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908072399&doi=10.13335%2fj.1000-3673.pst.2014.10.034&partnerID=40&md5=b59ae119e9e910d34bc3505f2fcc4bf9","School of Electrical and Electronic Engineering, North China Electric Power University, Baoding , 071000, Hebei Province, China; Shaoxing Power Supply Company, Shaoxing , 312000, Zhejiang Province, China","Gao Q., School of Electrical and Electronic Engineering, North China Electric Power University, Baoding , 071000, Hebei Province, China; Zang L., School of Electrical and Electronic Engineering, North China Electric Power University, Baoding , 071000, Hebei Province, China; Ma P., Shaoxing Power Supply Company, Shaoxing , 312000, Zhejiang Province, China","The transmission characteristics and communication effect of phase conductor and shielding layer of urban medium-voltage buried cables, which would be used as the broadband communication channel, are researched. The amplitude-frequency characteristic and the phase-frequency characteristic of such a communication channel are measured and analyzed; based on transmission line theory, a transmission model of the channels composed of urban medium-voltage buried cables is established and the transmission characteristic of the built model is compared with the measured characteristic to validate the accuracy of the built model. Based on the built model and according to IEEE P1901 standard, the orthogonal frequency division multiplexing (OFDM) communication system using the proposed power cable channel is simulated, and the simulation results show that the bit error rate of the buried cable with length of 1km is lower than 10-7, besides, the actual transmission bandwidth (rate) is measured and the measured results show that the actual transmission rate via the buried cable with length of 300 m reaches about 70 Mbit/s. Both simulation research and actual measurement show that the buried cables can meet the communication requirement of distribution network automation, thus in allusion to the situation that the paths are not suitable to lay the optical fiber cable the buried power cables can be used for broadband communication, and it contributes to compose a full-coverage communication network.","Chinese"
"Lin Y.-D.; Gerla M.","Lin, Ying-Dar (7406584610); Gerla, Mario (35552197100)","7406584610; 35552197100","Induction and Deduction for Autonomous Networks","1993","10.1109/49.257933","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027807059&doi=10.1109%2f49.257933&partnerID=40&md5=b3496a3ee7d5292f57831a1164c028d4","Department of Computer and Information Science, National Chiao-Tung University, Taiwan., Taiwan; Department of Computer Science, University of California, Los Angeles., CA, 90024, United States","Lin Y.-D., Department of Computer and Information Science, National Chiao-Tung University, Taiwan., Taiwan; Gerla M., Department of Computer Science, University of California, Los Angeles., CA, 90024, United States","The kev issues in network management are the representation and sharing of management information and the automatic management mechanisms based on the underlying information infrastructure. In this paper, we propose a framework, which operates on the standard MIB’s and CMIP, for the network management system with learning and inference as its management engines. In addition to the general domain knowledge, patterns related to the managed network are learned to enhance the understanding of the network and refine the knowledge base. Facts in object-oriented databases or queries from management applications trigger the inference process on logical rules which are either prespecified knowledge or learned network patterns. Forward inference drives prediction and control, while backward inference directs diagnosis and supports view abstraction. A case study on ATM network topology tuning is presented. © 1993 IEEE","English"
"Miyazawa T.; Kafle V.P.; Harai H.","Miyazawa, Takaya (8525527100); Kafle, Ved P. (8931469800); Harai, Hiroaki (7003808025)","8525527100; 8931469800; 7003808025","Reinforcement learning based dynamic resource migration for virtual networks","2017","10.23919/INM.2017.7987308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029415850&doi=10.23919%2fINM.2017.7987308&partnerID=40&md5=7abceada06b9a6f99504b10fa7e2112c","National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-Kitamachi, Koganei-shi, Tokyo, 184-8795, Japan","Miyazawa T., National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-Kitamachi, Koganei-shi, Tokyo, 184-8795, Japan; Kafle V.P., National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-Kitamachi, Koganei-shi, Tokyo, 184-8795, Japan; Harai H., National Institute of Information and Communications Technology (NICT), 4-2-1 Nukui-Kitamachi, Koganei-shi, Tokyo, 184-8795, Japan","Network virtualization techniques enable network operators to implement and provide multiple virtual networks (VNs) on a common substrate network infrastructure. The network resources should be able to be dynamically reallocated among VNs or migrated from a place to another one in various situations, such as to construct a new urgent VN in case of occurrence of some urgent contingency, or to satisfy quality of service (QoS) requirements of non-urgent VNs in case of time-varying network traffic conditions as much as possible. In this paper, we propose methods to automatically and dynamically select and migrate resources of non-urgent VNs. In particular, our proposal applies reinforcement learning for the selection of resources from alternate places to satisfy the QoS requirements. We evaluate the performances in terms of the satisfaction level of QoS requirement with various frequency of network traffic variation in a given duration and learning parameter configurations. Simulation results show that the proposed dynamic resource migration method can increase the number of times that non-urgent VNs' QoS requirements are satisfied in comparison with a static resource assignment method. Moreover, we show that, depending on traffic variation and parameter configuration, applying reinforcement learning can increase the number of times the QoS requirement is satisfied compared to the dynamic method with completely random resource selection. © 2017 IFIP.","English"
"Kourtis M.-A.; McGrath M.J.; Gardikis G.; Xilouris G.; Riccobene V.; Papadimitriou P.; Trouva E.; Liberati F.; Trubian M.; Batallé J.; Koumaras H.; Dietrich D.; Ramos A.; Riera J.F.; Bonnet J.; Pietrabissa A.; Ceselli A.; Petrini A.","Kourtis, Michail-Alexandros (55248278600); McGrath, Michael J. (24776464500); Gardikis, Georgios (14321618100); Xilouris, Georgios (14322527100); Riccobene, Vincenzo (55557239100); Papadimitriou, Panagiotis (13411139900); Trouva, Eleni (42762187000); Liberati, Francesco (59232525100); Trubian, Marco (6602948824); Batallé, Josep (56007525300); Koumaras, Harilaos (17434625400); Dietrich, David (55521178300); Ramos, Aurora (25926656400); Riera, Jordi Ferrer (27267986700); Bonnet, José (57188802801); Pietrabissa, Antonio (7006959510); Ceselli, Alberto (55944146300); Petrini, Alessandro (57190442939)","55248278600; 24776464500; 14321618100; 14322527100; 55557239100; 13411139900; 42762187000; 59232525100; 6602948824; 56007525300; 17434625400; 55521178300; 25926656400; 27267986700; 57188802801; 7006959510; 55944146300; 57190442939","T-NOVA: An open-source MANO stack for NFV infrastructures","2017","10.1109/TNSM.2017.2733620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029164201&doi=10.1109%2fTNSM.2017.2733620&partnerID=40&md5=f8530c3ce365576fbd5cace8fc3032da","National Centre for Scientific Research-Demokritos, Athens, 153 10, Greece; Universidad Del Pais Vasco, Lejoa, 48940, Spain; Intel Labs Europe, Leixlip, Ireland; Space Hellas S.A., Athens, 153 41, Greece; Leibniz University Hannover, Hanover, 30167, Germany; University of Macedonia, Thessaloniki, 546 36, Greece; University of Rome la Sapienza, Rome, 00185, Italy; Space Research Group of the Consortium for the Research in Automation and Telecommunication, Roma, 00185, Italy; Universita degli Studi di Milano, Milan, 20122, Italy; FundaciÃş i2CAT, Barcelona, 08034, Spain; Institut FÃijr Kommunikationstechnik, Hannover, 30167, Germany; Atos Spain SA, Madrid, 28037, Spain; PT Inovacao e Sistemas SA, Aveiro, 3810, Portugal","Kourtis M.-A., National Centre for Scientific Research-Demokritos, Athens, 153 10, Greece, Universidad Del Pais Vasco, Lejoa, 48940, Spain; McGrath M.J., Intel Labs Europe, Leixlip, Ireland; Gardikis G., Space Hellas S.A., Athens, 153 41, Greece; Xilouris G., National Centre for Scientific Research-Demokritos, Athens, 153 10, Greece; Riccobene V., Intel Labs Europe, Leixlip, Ireland; Papadimitriou P., Leibniz University Hannover, Hanover, 30167, Germany, University of Macedonia, Thessaloniki, 546 36, Greece; Trouva E., National Centre for Scientific Research-Demokritos, Athens, 153 10, Greece; Liberati F., University of Rome la Sapienza, Rome, 00185, Italy, Space Research Group of the Consortium for the Research in Automation and Telecommunication, Roma, 00185, Italy; Trubian M., Universita degli Studi di Milano, Milan, 20122, Italy; Batallé J., FundaciÃş i2CAT, Barcelona, 08034, Spain; Koumaras H., National Centre for Scientific Research-Demokritos, Athens, 153 10, Greece; Dietrich D., Institut FÃijr Kommunikationstechnik, Hannover, 30167, Germany; Ramos A., Atos Spain SA, Madrid, 28037, Spain; Riera J.F., FundaciÃş i2CAT, Barcelona, 08034, Spain; Bonnet J., PT Inovacao e Sistemas SA, Aveiro, 3810, Portugal; Pietrabissa A., University of Rome la Sapienza, Rome, 00185, Italy, Space Research Group of the Consortium for the Research in Automation and Telecommunication, Roma, 00185, Italy; Ceselli A., Universita degli Studi di Milano, Milan, 20122, Italy; Petrini A., Universita degli Studi di Milano, Milan, 20122, Italy","One of the primary challenges associated with network functions virtualization (NFV) is the automated management of the service lifecycle. In this paper, we present a full software-based management and orchestration (MANO) stack which operates with OpenStack and OpenDaylight controllers and has the in-built functionality to automate the key phases of the NFV service lifecycle, namely resource discovery and matching, service mapping, service deployment, and monitoring. The MANO stack is being implemented by the EU FP7 project T-NOVA, with the components being released as open-source software. Service mapping and service deployment solutions developed in the scope of T-NOVA are presented in detail. As a proof-of-concept, we evaluate the performance of a virtualized traffic classifier network function, demonstrating the gains of virtualized hardware acceleration. © 2017 IEEE.","English"
"Martin A.; Egaña J.; Flórez J.; Montalbán J.; Olaizola I.G.; Quartulli M.; Viola R.; Zorrilla M.","Martin, Angel (57190404342); Egaña, Jon (57210343692); Flórez, Julian (7005907040); Montalbán, Jon (36240791100); Olaizola, Igor G. (24765165900); Quartulli, Marco (6603227150); Viola, Roberto (57196119477); Zorrilla, Mikel (55372451000)","57190404342; 57210343692; 7005907040; 36240791100; 24765165900; 6603227150; 57196119477; 55372451000","Network resource allocation system for QoE-aware delivery of media services in 5G networks","2018","10.1109/TBC.2018.2828608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046420257&doi=10.1109%2fTBC.2018.2828608&partnerID=40&md5=38bcf6730a01995a0ecc553496ab2af5","Department of Digital Media, Vicomtech, San Sebastián, 20009, Spain; Department of Data Intelligence, Vicomtech San Sebastián, 20009, Spain; Electrical Electronic and Control Engineering Department, TECNUN, Universidad de Navarra, San Sebastián, 20018, Spain; Department of Radiocommunications and Signal Processing, Universidad del País Vasco, Bilbao, 48013, Spain","Martin A., Department of Digital Media, Vicomtech, San Sebastián, 20009, Spain; Egaña J., Department of Data Intelligence, Vicomtech San Sebastián, 20009, Spain; Flórez J., Electrical Electronic and Control Engineering Department, TECNUN, Universidad de Navarra, San Sebastián, 20018, Spain; Montalbán J., Department of Radiocommunications and Signal Processing, Universidad del País Vasco, Bilbao, 48013, Spain; Olaizola I.G., Department of Data Intelligence, Vicomtech San Sebastián, 20009, Spain; Quartulli M., Department of Data Intelligence, Vicomtech San Sebastián, 20009, Spain; Viola R., Department of Digital Media, Vicomtech, San Sebastián, 20009, Spain; Zorrilla M., Department of Digital Media, Vicomtech, San Sebastián, 20009, Spain","The explosion in the variety and volume of video services makes bandwidth and latency performance of networks more critical to the user experience. The media industry's response, HTTP-based Adaptive Streaming technology, offers media players the possibility to dynamically select the most appropriate bitrate according to the connectivity performance. Moving forward, the telecom industry's move is 5G. 5G aims efficiency by dynamic network optimization to make maximum use of the resources to get as high capacity and Quality of Service (QoS) as possible. These networks will be based on software defined networking (SDN) and network function virtualization (NFV) techniques, enabling self-management functions. Here, machine learning is a key technology to reach this 5G vision. On top of machine learning, SDN and NFV, this paper provides a network resource allocator system as the main contribution which enables autonomous network management aware of quality of experience (QoE). This system predicts demand to foresee the amount of network resources to be allocated and the topology setup required to cope with the traffic demand. Furthermore, the system dynamically provisions the network topology in a proactive way, while keeping the network operation within QoS ranges. To this end, the system processes signals from multiple network nodes and end-to-end QoS and QoE metrics. This paper evaluates the system for live and on-demand dynamic adaptive streaming over HTTP and high efficiency video coding services. From the experiment results, it is concluded that the system is able to scale the network topology and to address the level of resource efficiency, required by media streaming services. © 1963-12012 IEEE.","English"
"Badis H.; Doyen G.; Khatoun R.","Badis, Hammi (56180729300); Doyen, Guillaume (22333354500); Khatoun, Rida (23982346700)","56180729300; 22333354500; 23982346700","A collaborative approach for a source based detection of botclouds","2015","10.1109/INM.2015.7140406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942645338&doi=10.1109%2fINM.2015.7140406&partnerID=40&md5=046f252365fa08d2f0b5e7a2da14998c","Troyes University of Technology, Autonomous Network Environment Team, France; Telecom ParisTech, France","Badis H., Troyes University of Technology, Autonomous Network Environment Team, France; Doyen G., Troyes University of Technology, Autonomous Network Environment Team, France; Khatoun R., Telecom ParisTech, France","Since the last years, cloud computing is playing an important role in providing high quality of IT services. However, beyond a legitimate usage, the numerous advantages it presents are now exploited by attackers, and botnets supporting DDoS attacks are among the greatest beneficiaries of this malicious use. In this paper, we present an original approach that enables a collaborative egress detection of DDoS attacks leveraged by a botcloud. We provide an early evaluation of our approach using simulations that rely on real workload traces, showing our detection system effectiveness and low overhead, as well as its support for incremental deployment in real cloud infrastructures. © 2015 IEEE.","English"
"Ismail H.; Hamza H.S.; Mohamed S.M.","Ismail, Hadeal (57207358042); Hamza, Haitham S. (9132913600); Mohamed, Shaimaa M. (56297234100)","57207358042; 9132913600; 56297234100","Semantic Enhancement for Network Configuration Management","2018","10.1109/GCIoT.2018.8620148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062466766&doi=10.1109%2fGCIoT.2018.8620148&partnerID=40&md5=0b92ac610c5ae8f7e2c4d13cbb189559","Cairo University, ANSR Lab, Giza, Egypt; Department of Information Technology, Cairo University, Giza, Egypt","Ismail H., Cairo University, ANSR Lab, Giza, Egypt; Hamza H.S., Department of Information Technology, Cairo University, Giza, Egypt; Mohamed S.M., Department of Information Technology, Cairo University, Giza, Egypt","Configuration of network devices is a challenging problem, due to the enormous number of devices and the diversity of parameters not only among different vendors but also among different versions from the same vendor. The remarkable growth in the internet of things (IoT) has contributed more to the heterogeneity of network devices. NETCONF is emerging as a configuration protocol, which makes use of YANG data model to describe network elements to be configured. In this paper, we propose the use of ontology to facilitate the analysis of configuration information of network devices, and simplify of network device configuration. We used the web ontology language (OWL) to form the semantics of the device configuration domain (e.g. switch or router) then we used the yang models of network devices to develop ontology based information extraction. This can be illustrated through the exercises done on various network elements. © 2018 IEEE.","English"
"Fernandes G., Jr.; Rodrigues J.J.P.C.; Carvalho L.F.; Al-Muhtadi J.F.; Proença M.L., Jr.","Fernandes, Gilberto (56038453800); Rodrigues, Joel J. P. C. (25930566300); Carvalho, Luiz Fernando (55416170700); Al-Muhtadi, Jalal F. (6602495413); Proença, Mario Lemes (59153094400)","56038453800; 25930566300; 55416170700; 6602495413; 59153094400","A comprehensive survey on network anomaly detection","2019","10.1007/s11235-018-0475-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049560113&doi=10.1007%2fs11235-018-0475-8&partnerID=40&md5=8104545f84aef75e8681fcb1e09fafb0","Instituto de Telecomunicações, Universidade da Beira Interior, Covilhã, Portugal; National Institute of Telecommunications (Inatel), Av. João de Camargo, 510 – Center, Santa Rita do Sapucaì, 37540-000, Brazil; ITMO University, St. Petersburg, Russian Federation; University of Fortaleza (UNIFOR), Fortaleza, Brazil; State University of Campinas (UNICAMP), Campinas, Brazil; College of Computer and Information Sciences (CCIS), King Saud University (KSU), Riyadh, 12372, Saudi Arabia; Computer Science Department, State University of Londrina (UEL), Londrina, Brazil","Fernandes G., Jr., Instituto de Telecomunicações, Universidade da Beira Interior, Covilhã, Portugal; Rodrigues J.J.P.C., Instituto de Telecomunicações, Universidade da Beira Interior, Covilhã, Portugal, National Institute of Telecommunications (Inatel), Av. João de Camargo, 510 – Center, Santa Rita do Sapucaì, 37540-000, Brazil, ITMO University, St. Petersburg, Russian Federation, University of Fortaleza (UNIFOR), Fortaleza, Brazil, College of Computer and Information Sciences (CCIS), King Saud University (KSU), Riyadh, 12372, Saudi Arabia; Carvalho L.F., State University of Campinas (UNICAMP), Campinas, Brazil; Al-Muhtadi J.F., College of Computer and Information Sciences (CCIS), King Saud University (KSU), Riyadh, 12372, Saudi Arabia; Proença M.L., Jr., Computer Science Department, State University of Londrina (UEL), Londrina, Brazil","Nowadays, there is a huge and growing concern about security in information and communication technology among the scientific community because any attack or anomaly in the network can greatly affect many domains such as national security, private data storage, social welfare, economic issues, and so on. Therefore, the anomaly detection domain is a broad research area, and many different techniques and approaches for this purpose have emerged through the years. In this study, the main objective is to review the most important aspects pertaining to anomaly detection, covering an overview of a background analysis as well as a core study on the most relevant techniques, methods, and systems within the area. Therefore, in order to ease the understanding of this survey’s structure, the anomaly detection domain was reviewed under five dimensions: (1) network traffic anomalies, (2) network data types, (3) intrusion detection systems categories, (4) detection methods and systems, and (5) open issues. The paper concludes with an open issues summary discussing presently unsolved problems, and final remarks. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","English"
"Paraschis L.; Raj K.","Paraschis, Loukas (6602562440); Raj, Kannan (35321180000)","6602562440; 35321180000","Innovations in DCI transport networks","2019","10.1016/B978-0-12-816502-7.00017-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081303464&doi=10.1016%2fB978-0-12-816502-7.00017-8&partnerID=40&md5=217c5658fb8c0541400773b55a2643ed","Systems Engineering, Cloud Transport, Infinera, Sunnyvale, CA, United States; Infrastructure and Region Build, Oracle Cloud Infrastructure, San Diego, CA, United States","Paraschis L., Systems Engineering, Cloud Transport, Infinera, Sunnyvale, CA, United States; Raj K., Infrastructure and Region Build, Oracle Cloud Infrastructure, San Diego, CA, United States","The capacity of the transport networks interconnecting data-centers (DCI) has grown more than any other traffic type due to the proliferation of “cloud” services. Consequently, DCI has motivated the evolution of dedicated DCI networks and DCI-optimized transport systems. This chapter reviews important current and emerging innovations in technology, systems, and networks, their synergies, and the related research, development, and standards efforts, that collectively have facilitated the DCI evolution to its current multi-Tb/s global infrastructure that employs some of the most spectrally efficient deployed fiber networks. Purpose-built DCI transport systems have been optimized for the data center operational requirements, simpler routing, and state-of-the-art coherent wavelength-division multiplexing (WDM) transmission that has already exceeded 6 b/s/Hz. Moreover, DCI has pioneered in WDM transport the extensive adoption of software-defined networking innovations in programmability, automation, management abstraction, and control-plane disaggregation to simplify operations and enable “open” transport architectures. © 2020 Elsevier Inc. All rights reserved.","English"
"De Assis M.V.O.; Rodrigues J.J.P.C.; Proença Jr. M.L.","De Assis, Marcos V.O. (55979089300); Rodrigues, Joel J.P.C. (25930566300); Proença Jr., Mario Lemes (59153094400)","55979089300; 25930566300; 59153094400","A seven-dimensional flow analysis to help autonomous network management","2014","10.1016/j.ins.2014.03.102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901825380&doi=10.1016%2fj.ins.2014.03.102&partnerID=40&md5=c269181953de274955c5f7d2f74c6d3f","Computer Science Department, State University of Londrina (UEL), Campus Universitário, Londrina, Rodovia-Celso-Garcia-Cid, Pr 445 Km 380, Brazil; Instituto de Telecomunicações, University of Beira Interior, Covilhã, Portugal","De Assis M.V.O., Computer Science Department, State University of Londrina (UEL), Campus Universitário, Londrina, Rodovia-Celso-Garcia-Cid, Pr 445 Km 380, Brazil; Rodrigues J.J.P.C., Instituto de Telecomunicações, University of Beira Interior, Covilhã, Portugal; Proença Jr. M.L., Computer Science Department, State University of Londrina (UEL), Campus Universitário, Londrina, Rodovia-Celso-Garcia-Cid, Pr 445 Km 380, Brazil","Due to the increasing need of more agility in information exchange, computer networks are continuously expanding both in magnitude and complexity of the management processes. An essential component of these processes is the anomaly detection and identification. Although there are several studies in this area, simple and efficient anomaly detection mechanisms are still required due to the lack of suitable approaches for large-scale network environments. In this paper, we present an anomaly detection system using a seven-dimensional flow analysis. The core of this system is composed by the Holt-Winters for Digital Signature (HWDS) method, an improvement of the traditional Holt-Winters, which characterizes the traffic of each one of the analyzed dimensions in order to generate profiles able to describe the network's normal behavior, here called Digital Signature of Network Segment using Flow analysis (DSNSF). The low complexity of the presented approach enables fast anomaly detection, mitigating the impact on final users. The system not only warns the network administrator about the problem, but also provides the necessary information to identify and solve it. To measure the efficiency and accuracy of the system, we use real data collected from a large-scale network environment. © 2014 Elsevier Inc. All rights reserved.","English"
"Gaïti D.","Gaïti, Dominique (6603849325)","6603849325","Introducing intelligence in distributed systems management","1994","10.1016/0140-3664(94)90041-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028516156&doi=10.1016%2f0140-3664%2894%2990041-8&partnerID=40&md5=745fe7e0db0e5e66f1762293f59b0646","Center for Telecommunications Research, Columbia University, New York, NY 10027-6699, Rm 801, Shapiro Research Building, United States","Gaïti D., Center for Telecommunications Research, Columbia University, New York, NY 10027-6699, Rm 801, Shapiro Research Building, United States","In recent years, there has been growing use of distributed systems, and therefore a growing demand for tools able to manage them. However, these tools are not always well suited to their task, in part because of the lack of built-in intelligence. This paper discusses how to introduce intelligence to distributed systems management and control. To do so we analyse requirements for distributed systems management and focus on management tasks from the architecture and model points of view. Intelligence is introduced through distributed artificial intelligence concepts and multiagent systems. We illustrate the application of our techniques with an example based on traffic and congestion control in ATM networks. © 1994.","English"
"Fung C.; Boutaba R.","Fung, Carol (14037341800); Boutaba, Raouf (7004345240)","14037341800; 7004345240","Intrusion detection networks: A key to collaborative security","2013","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923351002&partnerID=40&md5=636395321270727a94176cc0bb02528a","","","The rapidly increasing sophistication of cyber intrusions makes them nearly impossible to detect without the use of a collaborative intrusion detection network (IDN). Using overlay networks that allow an intrusion detection system (IDS) to exchange information, IDNs can dramatically improve your overall intrusion detection accuracy. Intrusion Detection Networks: A Key to Collaborative Security focuses on the design of IDNs and explains how to leverage effective and efficient collaboration between participant IDSs. Providing a complete introduction to IDSs and IDNs, it explains the benefits of building IDNs, identifies the challenges underlying their design, and outlines possible solutions to these problems. It also reviews the full-range of proposed IDN solutions-analyzing their scope, topology, strengths, weaknesses, and limitations. • Includes a case study that examines the applicability of collaborative intrusion detection to real-world malware detection scenarios • Illustrates distributed IDN architecture design • Considers trust management, intrusion detection decision making, resource management, and collaborator management The book provides a complete overview of network intrusions, including their potential damage and corresponding detection methods. Covering the range of existing IDN designs, it elaborates on privacy, malicious insiders, scalability, free-riders, collaboration incentives, and intrusion detection efficiency. It also provides a collection of problem solutions to key IDN design challenges and shows how you can use various theoretical tools in this context. The text outlines comprehensive validation methodologies and metrics to help you improve efficiency of detection, robustness against malicious insiders, incentive-compatibility for all participants, and scalability in network size. It concludes by highlighting open issues and future challenges. © 2014 by Taylor & Francis Group, LLC.","English"
